station_id,site_index,latitude,longitude,coverage_count,max_distance_km,avg_distance_km,total_weight
1,16,0,0,177,2.977658010625608,1.1302726484358383,1870.990442740671
2,29,0,0,124,4.0939640469345155,1.9986850331733614,739.6536861764637
3,24,0,0,89,1.8634473276651375,0.6809480044493718,1407.9249195183418
4,30,0,0,166,4.043412751731397,1.601946171248041,1115.8553767074263
5,23,0,0,114,3.0324225586447096,1.3737399349004742,840.2482257414798
6,0,0,0,102,2.7689032762873333,1.3588943960255904,740.8036047792955
7,22,0,0,119,4.980943137707306,1.0177117963824882,1159.048047300244
8,37,0,0,109,2.3516316757686284,1.1514785387418147,970.342257614547
